,document_id,clean_text,sentiment
30,doc_31,leave it to james cameron to release the first real blockbuster of the current wave of 3d films coming to your movie theaters the million dollar quoted budget for this film definitely shows the special effects get a because of that money this film in a way is titanic two as it appeals to the same audience as his former blockbuster this camerons next film appeals to the same audience in exactly the same way using exactly the same formulathat formula is an extremely big budget technical stuff to draw in the men a love story to draw in the women now add the 3d animation to bring in the kids too and this audience is even more complete than titanic was with this in mind if you want to see 3d done right go to this movie note the previews of at least other 3d films coming up this is not your grandapas 1950s 3d process this is state of the artthe film manages to appeal to a wide swath of audience too there is plenty of romance for the ladies plenty of action for that audience some amazing imaginative creature plant animal creations for the naturalist just enough plot twist to keep you watchingthe plot is what pulls this film down from a i can see what they tried to do here with the plot in appealing to folks that are in the going green movement it has a major appeal that direction especially telling is the description of the planet trees nature interconnecting into a massive network described like a computer network to try draw in the techno geeks as well there is a natural force network for those who like that appealyou have the technological society jake is from earth as he served in venezuela the dying world description then you have the pandora world which is presented as an entirely natural world with a rare supply of a valuable resource that the other world needs a stretch here but greed is a good plot toy man types versus pandorian tribes animals is the set up here including the thx special effects there are lots of cross references to star wars in this filmto me it is way to pessimistic to refer to earth as a dying world venezuela is specifically referenced which makes it ironic as we are trying to save the earth on earth day the dvd is first released on earth day weekend according to this movie wed better double our earth day efforts that analogy is way too simplistic because as long as man doesnt nuke his own world entirely this planet is not dying what is great about our planet is that like the theory of evolution our planet evolves survives man is capable of destroying himself due to modern weapons man is in no way capable of destroying this planet in fact the next years could be the most exciting yet in our planets history human history is full of climate change the climate has will always change pandora is painted with a broad brush as a natural utopia which would be perfect though wild rough if not for the alien invaders the pandorans dont even seem to need to farm though they do hunt this simplistic black versus white plot is ok for the first major commercial 3d release with this new process but as people realize how simplistic these two sides are presented the plot falls apart in the real universe two sides are never that simplethe battle sequence in this movie pulls in viewers in the second half at is combines elements of the empire strikes back return of the jedi into one movie thats getting your moneys worth there is enough here to get lots of viewers particularly ones who want to be dazzled by 3d effects pessimistic folks who believe that man is really destroying our planet for those who want a more complicated real world type of plot this one will fall short a fine fantasy this is,positive
31,doc_32,avatar without a doubt pushes the movie making limit and that can be expected since its a james cameron film whos a master of scifi and adventure fantasy films and with this latest he clearly pushes the envelope with the graphics of digital computer 3d and cgi which is becoming more and more common in film still if you dont get caught up in all of the special things you will find that this film avatar is a journey of wonder adventure and excitement that involves exploring new lands and new people of a different culture neat and crazy to look at the blue aliens and winged creatures yet this is a cameron film its all about going big to far out lands and pushing the imagination to the maxthe story centers around a paraplegic ex marine jake sullysam worthingtonwho enters an experimental government program that is being ran by a group of scientists dr grace augustinethe veteran sigourney weaveris the bitchy programmer of the experiments which involves putting humans like jake into compartments that travel them into the distant moon planet of pandora with the goal to extract and find the planets natural resources from the resident aliens that live on the planet who are called the navi and along the way just like any other planet conflicts drama bonding and war will be found yet most notable is the unlikely love found with jakes guide thats once hes blue occupied and that happens to be the lovely neytiri and this is a fun experimental ride all the way in which the blue alien culture of navis come to be savedwith the technology and effects combined with the journey this film takes of showing a future world it certainly lets a viewers imagination run wild true this genre of film may not be everyones cup of tea yet its one to be looked at and respected due to the masterful and precise work of one of the great directors such as james cameron,positive
32,doc_33,this movie blew me awayim not sure what i was expectingbut my expectations were more than shatteredi meanthe movie looked great for one thingit was like a colour bomb had exploded all over the screenthe action is is also fantasticand i liked the storyeven though it isnt originaland reallyhow many movies these days have an original storythere are somebut they are in the minorityif you are hoping for an original storyyou might be disappointedbut from a technical standpoint avatar gets top marksanywayif you plan on seeing it3d is the only way to go in my mindotherwisetheres no pointand this is not the gimmicky 3d where they thrust an object at the screen every once in awhilethis is real 3dwhich the whole movie is filmed inafter awhile it became so seamlessi actually forgot i was watching 3dits not every day an event movie like this comes aroundfor methe technical aspect was so goodthat i just got caught up in the wonder of it all and the originality of the storyline did not bother mefor that reasoni give avatar a,positive
33,doc_34,pretty cool scifi action fantasy filma good story if you follow it from the beginning of the film basically a huge corporation tearing down large amounts of inhabited forestjungle the natives of the beautiful pandora will do anything to protect their planet from being destroyedas far as avatars go i find the subject very interesting research the topic of real life avatars there are interesting online newspaper articles on the subject like realworld beaming the risk of avatar and robot crime and russian billionaire reveals reallife avatar plan yes it will happen one day maybe sooner than we think that makes the movie avatar more realistic than most people realizethe movie avatar is good if you have not seen it yet i recommend that you do it is the future waiting to happen8510,positive
34,doc_35,im not sure that filmmaking can get any better than this i have a gut reaction to want to dislike james camerons blockbusters i avoid them like the plague for the longest time before finally deciding to give in to the hype and check them out years ago i had that gut reaction to titanic and then was completely blown away when i watched it ive had the same experience with avatar a movie that i had no interest in watching but now that i have has left me breathless its camerons best work ever superior even to titanic which i loved once i watched itthe film is visually stunning in many ways the world of pandora a moon of a distant gas planet comes to life in every way from the navi tribe around whom the movie revolves to the various animals that inhabit the world to the trees and the sky it was all real the animation and computergenerated characters used to portray the navi were breathtakingly real theres only a hint every now and then usually in their movement and not in their appearance that these are in fact computergenerated characters and for the most part its easy to forget that these arent actors in makeup the visuals alone make this a mustsee and even if the story had been lacking would have made this a worthwhile movie but the story wasnt at all lackingcameron who also developed the story and wrote the script created an emotionally moving story that pulls no punches and hits a number of buttons so that the viewer gets the underlying message but never feels preached at its an epic adventure movie that reminds us of some of the tragedies of our own history and warns us of some of the dangers in our own future the first parallel that came across to me was the clash of cultures i immediately thought of the tragic encounters between native americans and europeans of centuries ago from which native americans still havent recovered the story revolves around a team of scientists and marines sent to pandora to study the planet but and more importantly to mine the planet for an ore thats worth an astronomical price back on earth greed overcomes curiosity quickly and the marines begin to play centre stage almost from the beginning as it becomes obvious that the company financing this mission is willing to go to any lengths to get this precious metal theyll make cursory attempts to talk the natives off the land but if that doesnt work and one gets the distinct impression that they dont really want it to work theyre quite prepared and even eager to force the natives off the land and kill them if necessary sound familiar the next parallel or rather mirror image i suppose was the reverse take on alien invasion movies here its clear that were the alien invaders simply looking to rape a world of everything in it thats valuable with no regard or concern for the worlds indigenous inhabitants its interesting to see humanity portrayed in a different lightthe aspect of the story that i appreciated the most i think was the extremely spiritual nature of the film the navi have a connection with creation that is deeply moving and that draws the sympathy of the viewer almost from the beginning sympathy turning to anger as humans begin to destroy the world that the navi are so interconnected with the spirituality of this clan and of how it affects their interactions with the world with each other and with these alien invaders is truly interesting to watch as its slowly unfolded for us this is not a hollywood movie that disses spirituality instead it seems to cut to the heart of spirituality and to what spirituality should be about the building of community and of relationships and the glue that holds those things together very much related to this is a softsell but noticeable if you pay attention environmental message as the navi see their world being plundered the point is made that these humans have already done away with all the green on their own planet and are now going to do the same to pandora and at the end as the marines pull out the point was made that they were returning to their dying world it never felt like a preachy environmental message to me but it was obvious and well made perhaps making the point more effectively than if it had been the centre point of the storythe performances here were great sam worthington as jake scully is a character to root for hes the paraplegic marine who inhabits a genetically engineered navi body his avatar and as he comes to know the tribe becomes increasingly sympathetic to them to the point of wanting to be one of them zoe saldana was great as neytiri the navi female with whom jake falls in love and sigourney weaver was convincing as dr grace augustine the head scientist who gradually comes to realize that science is the least concern of the company that has sent her and her team to pandora perhaps the best performance though was that of stephen lang as colonel quaritch the commander of the marine unit he was gung ho about taking over the world ice cold with no sympathy at all for or interest in the navi he was truly a frightening character for a movie that is in many ways very gentle and spiritual it also leads up to a stunningly portrayed final battle scene as the navi take on their human invaders and to a marvellous final confrontation between jake and quaritchthis is a brilliant movie truly in my opinion one of the best ever made,positive
35,doc_36,avatar special edition five stars out of five i just saw this movie for the fifth time including two past viewings in 2d one of them being on bluray and i have to say seeing this special edition rerelease with an extra nine minutes of footage in imax 3d is like a whole new movie going experience first of all seeing it on an imax 3d screen is like a spectacular new and visually stunning way of seeing a movie it feels like the movie seriously surrounds you and youre apart of whats going on on screen the amazing visuals and astonishing 3d of avatar make this a once in a life time type of experience theres also the new footage including four entirely new scenes that add new depth and a completely new way of viewing key plot points of the film a couple of scenes even alter the story somewhat it was not only visually mind blowing but an entirely new way of seeing the movie as a wholefor those who dont know the movie it tells the story of a paraplegic marine named jake sully played by the now famous sam worthington when jakes twin brother is killed hes asked to take his place in an expensive military project on the alien world of pandora due to the fact that he has matching dna to his brother there hes asked to link to an avatar body which is a physical body made up of a marines dna matching that of a planet native known as navi which is piloted mentally by the marine his assignment is to use the avatar to infiltrate the navi gain their trust and convince them to move from their land so an unnamed corporation can gain control of all the valuable mineral there this of course draws many parallels to current and past corrupt business and military involved situationsthe movie is extremely emotional and enlightening as well as the best damn visual experience ever put on film it draws inspiration from other great films like return of the jedi dances with wolves and heavily from writer director james camerons own classic aliens but its also like nothing youve ever seen before a truly unique film going experience cameron is my all time favorite director just look at his track record terminator aliens the abyss terminator true lies titanic these are all some of my all time favorite movies but this in many ways far exceeds anything hes ever done before i saw the movie once again with my friends ed and erika as i did the midnight showing on its original opening night and they both agree its a five star movie and one of their all time favorite films as wellthe added footage is so good it does make you wonder why it was ever deleted to begin with i get the argument that it was to shorten an overly long film for marketing reasons but these new scenes are much better and more important to the film than much of the footage left in the original version james cameron has released far superior extended versions of his films in the past like the special editions of terminator judgement day aliens and the abyss and it almost seems like he saves key footage so he can release a better version later down the road much the way it felt with director peter jackson special editions of the lord of the rings trilogy i do believe if youre a fan of the film this special edition is worth another visit to the theater to see especially in imax 3d and i still stand by my argument that its one of the greatest films ever made twice now its been one of the best single cinematic experiences ive ever had i think its an important film and an astonishingly beautiful one as well and if youre a fan of film and the whole filmmaking process like i am than i think you have to agree film is the most collaborative art form there is and thats why its my favorite and avatar is arguably the greatest example of this its an artistic masterpiece in my opinion as well as one of the greatest films ever madewatch our review show movie talk at httpwwwyoutubecomwatchvj95zjdlcbe0,positive
36,doc_37,avatar is james camerons million parable on the evils of imperialism corporatism and manifest destinythe time is the place an earthlike moon called pandora where an american company has set up a major mining operation to extract a precious mineral presumably an energy source from beneath the planetoids lush verdant surface the problem is that one of the richest veins lies directly under a massive tree that holds great spiritual significance for the indigenous folk who live there a race of ninefoottall bluecomplexioned natives called the navi who dwell in the forest wield oldfashioned bowsandarrows fly around on giant pterodactyltype birds and have a strong pantheistic connection with the world around themas the story begins it is clear that thus far the earthlings have had very limited success in winning over the navi through such outreach efforts as building them schools and teaching them english fortunately a group of scientists have found a way to create facsimiles of the navi called avatars into which a human mind can be transported while the original body remains behind in a state of suspended animation enter jake sully a young marine whos lost the use of his legs in battle and now has been chosen to enter into an avatar so he can learn more about the navi by living amongst them in the hopes of eventually winning them over to the americans side unfortunately not everyone is as concerned with making nice with the navi as is grace augustine the humanistic biologist who heads up the research and jake soon discovers that the more he comes to feel like a navi himself the more he is expected to spy on and then betray his newfound compatriots in the earthlings cause jakes gradual transition from cocky humancentric warrior to natureloving ersatzalien provides the dramatic and thematic arc of the filmthe parallels between the conflict in avatar and americas involvement in the iraq war are never far from camerons mind and the movie suffers a bit for it ironically avatar is a far more overtly political film than the hurt locker which is actually set in iraq i suspect that had he wanted to cameron could probably have gotten his point across without taking a narrative sledgehammer to the audience heck theres even a reference to shock and awe as the americans gear up for battle just in case you missed the inference that being said avatar is enough of a technical triumph to overcome its occasional heavyhanded polemical tendencies and to successfully take us to a place weve never been beforethrough the wizardry of computergenerated 3d special effects cameron has created a magical world of shimmering forests floating mountains and strange and exotic flora and fauna a place where love can convincingly flourish between creatures from alien worlds and alien species in fact the romance between jake and a female navi who teaches him the ways of her people an even more unlikely coupling than rose and jack in titanic has something of a new world quality about it and indeed camerons nearworshipful attitude towards nature here echoes terrance malicks work in that earlier film actually that seems a particularly appropriate reference point given that avatar can easily be viewed as an allegory of the european white mans conquest of the american continent and the genocide perpetrated on the native population that played such a crucial role in bringing that outcome about the look of the movie is something akin to a john howe painting done in bold florescent colors and placed under a black lightof the performers its frankly a little hard to evaluate fully sam worthington and zoe saldanas work in this film since clearly much of what appears on screen is the product of cgi manipulation and enhancement but theyre both certainly adequate to the task theyve been called upon to fulfill and sigourney weaver as grace and giovanni ribisi as the corporate administrator for the mine and the movies arch villain turn in genuinely powerful performances and once again as with titanic james horner provides a soaring powerballad to help transition the audience out of the theater and back into the real worldalmost inevitably perhaps avatar is one of those movies wherein the storyline is bound to become at least partially subsumed by the special effects but as he did with titanic though to a somewhat lesser extent in this case cameron proves that he is capable of finding that happy medium between the two sides better than most,positive
37,doc_38,i hesitated almost a full month before seeing avatar a movie that apparently the world saw first and when i saw world i mean everyone even people who have never see a movie or even have the technology or places to go to see movies saw it i delayed my viewing as it was not a movie i was interested in seeing in the first place and the trailer made me snicker at the tall skinny smurf peoplebut i broke down and saw it as i knew i was going to see it anyways and the small screen or even a would probably not do the large scaleaction flick justice even further i needed to see it in imax3d just to get the whole effect was i disappointed yes and nothe special effects were amazing as was the cinematography that was breathtaking but the fx and scenery was only good when the blue people or the navi werent on the screen yes i realize theyre on practically the whole time you enjoy the rest of the cgiworld of pandora and i think the technology has thoroughly advanced through the years but i just didnt buy it i just didnt think theyre there just yet i almost laughed each time i saw them but i never truly believed them to be anything but computer generated images everything else aside from one of the doglike creatures looked absolutely fabulousunfortunately looks can be deceiving for example as stunning as the of the graphics were in addition to the flights the story looked as old and stale as most of the moments in human history it mimicked i guess it was no secret the plot is without any teeth or any bit of originality so stating its a very abc movie is just irrelevant my guess is they or just king cameron knew this hes not stupid and just said lets just throw in as many trickscgigadgets as they could possibly think of as distractions to deter from the central plot it is very well known to people i associate with that story comes first always i could be thrown a million things even in 3d but that doesnt stop me from looking deeper for anything resembling not only originality but heartwas the movie bad no i wouldnt go that far but the race to cover up the lackofstory with a billion fx kinda got old and made me look at the time more than once not only was i kinda bored with the attempts to impress me but i was still waiting for the basic c elements of the abc plotformula which mercifully finally arrived the basic storyline a dances with wolves with the titanic theme dang i got really frustrated with hearing titanic all throughout this film because titanic was 12x better a movie involves a last minute death of a man who was supposed to inhabit a navi body in the longdistant future in order to infiltrate an alien species on another planet his mission was to bring back information or haha like i believed this negotiate a relocation of the navi so that earthmen can harvest a rare substance in order to reboot planet earth after humans did a fine job of destroying itwell thank goodness the dead spy had a twin brother but unfortunately hes also paralyzed from the waist down that doesnt really matter when your mind is transferred to a navi body im spending way too much time on this 15minuteplot so ill fast forward and its no shocker when its all spoiled in the previews anyways he joins scientists gets separated and meets up with a navi or make that naïve woman naytiri saldana who spiritually think hes the chosen oneshe trains him while he remains loyal to a very bad man or high ranking military cliché who works for someone so incredibly cartoonish parker ribisi that i had to laugh at every unbelievable moment he was on screen but lo he starts to see life in the blue becomes one of the blue and its red white and blue vs the other bluethe handicapped characterturnedspy jake worthington or again i should say worthless is so braindead that whenever naytiri hits him in the forehead and calls him a child i wanted to join her but instead just punch him yes i get the fact they wanted to show a transformation but this extremelydumbasaboxofrocks was so hard to watch it shouldve been played by keanu reeves who might have given him more depth as a surferdudewould i recommend it for special effects and fantastic sceneryscope alone and the inevitable ewoks finale made up for a lot of the movies downfalls obviously the general movie public or in this case the entire earth likes familiarity i on the other hand like to be amazed by screenplays that took more than a few hours to constructeither way i would recommend if you would ever see it you need to see it on the big screen i did and i am thankful now that i did and saw little to no depth i can safely save money on foreseeable future avatar sequels,negative
38,doc_39,well this is the event movie of the year i guess its currently on the rounds making shed loads of money its huge success i think is down to the clever idea of presenting it in 3d meaning that it is seen as a very cinematic experience ie you have to pay to go see it admittedly the cgi is very impressive and the 3d effects are integrated in a surprisingly subtle way there is a distinct lack of gimmicky 3d effects that are designed to make the viewer jump this is a sensible approach in my opinion as such things really only serve to take the viewer out of the film so james cameron has to be commended for his restraint here i do have to say at this point however that i am hardly a cgi fanatic i am in fact incredibly unexcited when i hear a film has amazing cgi it just doesnt interest me very much that said it did seem obvious to me that the effects here were pretty impressive so if thats your thing then this film will very possibly rock your boatwhile the effects are groundbreaking the same cannot be said of everything else the story is trite beyond belief its ridiculously predictable the sort of thing youve seen a hundred times before its amazing to me that cameron took years out to make this movie yet could not think of anything storywise than only the most overused clichés after about an hourandahalf once i had had my fill of the alien world i started to find it almost impossible to care what happened to these blue catpeople they were so tediously worthy that i began to think that the gungho army guys might have a point completely unreasonable of me i know but there you have it avatar temporarily turned me into a warmonger cheers cameroneven as i am writing this review i realise that it is one of the most pointless things i will ever do as only a month after avatars release it already has amassed over reviews on the imdb alone so the chances of anyone actually ever even reading what i have written above is close to nonexistent sigh,negative
39,doc_40,avatar isnt by any means a great movie but it is a stunningly beautiful one the design of the alien creatures and alien landscape is superb a fully realized world of great beautytake away that stunning beauty and youve got an okay but unexceptional action flick the story is bythenumbers a clichéd noblesavage vs evil empire script that is wellintentioned but unoriginal still the movie moves quickly the action is engaging and the experience is ultimately shallow but satisfyingim not sure how i feel about the 3d aspect sure its the best ive seen in terms of 3d technology i havent seen a 3d movie in many years but im not sold on 3d yet i kind of feel this movie would be just as pretty flat and that often the 3d effect was a little distracting but it may just be something im not used to,positive
40,doc_41,so what do i mean when i say i eat my words well it annoyed me that the fact that james cameron was the sole reason to see avatar yes hes a renowned director but i dont even consider him in the same league as a spielberg or a scorcese not that i am a huge fan of scorcese personally i didnt quite understand the visionary everyone thought he was yes hes done some solid actionscifi flicks and yes he managed to direct titanic to record breaking greatness but was this enough to base avatar solely on well i miss the titanic of boats because james camerons decade long labor of love might be at the very least one of the great film epics ever made hands down if nothing else avatar is the most visually stunning piece of film you will ever see and i didnt see it in 3d yet as many have said the cgi in the film which is practically of the entire film is nearly flawless and the work put into the navi people especially the main characters is just amazing add in the fact that there are some genuinely incredible performances and an entire world built from the ground up and scifi lovers will be floored this creation it still wont be the type of film to reach out to all genres but it is quite possibly one of the best movies i have ever seensam worthington is quickly becoming someone to watch for in hollywood he leads the cast in avatar with skill and a brooding personality unfortunately for him worthington is not the strongest in this cast he does well and yet his character doesnt have nearly the depth of some of the others still this should do amazing things for his future zoe saldana on the other hand is mind blowingly brilliant she gives the performance of her career and does it all behind the shadow of a cgi character proving that talent and brilliance can shine through even in voice and computer capture her character shows so much incredible emotion and is so brilliant she should be given an oscar just for those merits alone she is stunning sigourney weaver slips back into scifi brilliance as dr grace augustine she goes through a range of personality changes but is definitely a character you can feel empathy for yes she also smokes in the movieplease get over it its a character flaw millions smoke and just as a side note this woman who is a lovely fifty nine years oldlooks incredible stephen lang gives us a performance that just may be one of the great film villains of all time first of all he simply looks bad ass second of all he gives a strong surly performance that admittedly is a little two dimensional get the irony he serves his purpose as evil villain and pulls it off amazingly michelle rodriguez giovanni ribisi amazing cameo role joel moore great character actor and the entire cast that play the supporting navi characters are all brilliant in their own way some stand out more than others but the entire cast comes together perfectlyi just always though director and writer james cameron had a run of good luck with titanic and his earlier works in aliens and true lies and creating the terminator world but when you look at his body of work hes never done a bad movie the man knows science fiction and avatar has really been his thesis his ultimate show and he accomplished it in a big way maybe im over hyping the film but its just been a really long time since i was riveted to my seat transported like this film did for me in the theater make me want to see it again the moment the credits wrapped if you are one of the people who has not contributed to the billion dollar take i suggest you get out there and add to it because this film deserves to be film of all time i cant go right out there and say my favorite of all time yet but top five at the very least lets face it titanic was your grandmas moviethis one is for us you are king of the world mr cameronthe world and pandora and then someadditionfebruary 5th2010 i had the pleasure of seeing avatar for a second time and saw it in 3d was it impressive yes the technology is very impressive and looks cool did it change the entire face of the movie sorry folksit didnt for me the movie is incredible but its incredible because its avatar not because of the 3d im glad i saw it and it was on an imax screen so it was explosively cool but the movie is great on its own and gains very very little in 3d except a lot of depth,positive
41,doc_42,beastly epic scifi war drama fantasy lol beautiful shots and mesmerizing scenes one of the most visually stunning movies of all time and as the first big 3d movie it was groundbreaking lots of moving scenes and i am able to relate to the plight of the blue people about viewings,positive
42,doc_43,star rating saturday night friday night friday morning sunday night monday morning when his scientist brother dies crippled marine jake sully sam worthington becomes his stand in for his extensive knowledge of his brothers plans this puts him in the firing line of draugustine sigourney weaver and her team for his lack of scientific knowledge as they try and mould a way for humans to enter the world of the navi the indigenous people of a planet that col quaritch stephen lang and businessman parker selfridge giovanni ribisi want to conquer for personal gain as sully forms a close alliance with neytiri zoe saldana a female navi warrior and begins to be accepted by the rest of the clan it becomes a battle between ethics and power humanity and evil and a climactic battle to end it alljames cameron has to keep going and making the most expensive film ever made what with terminator true lies and most recently like recently titanicand now his latest avatar stretching at just under three hours again has gone and gained the accolade again as well as becoming the fastest grossing film of all time some people always have to do bigger and better but the two dont go hand in hand that often luckily as a filmic experience in itself avatar will stay memorable for a whilesince the effects are the main thing thats making it it has to be seen in 3d which you will note has improved greatly over the years to where it can still be seen perfectly without the special glasses but wearing them really does improve the experience to where you really do feel yourself being sucked from your seat into the world of the film itself but note the effects are what make the film such an amazing unforgettable experience surely enough the massive hype has seen the film sprung up to number on the imdb top which is low if you remember where the dark knight went but i think people need to step back and see things more clearly all i noticed aside from the effects were a lot of trite dialogue thin characterization and long meaningless stretches some have tried to make the film out to be some sort of study of the cruel destructive nature of humans but i noticed nothing so dramatic driving the film the performances hardly make things any better worthington interchangeable from his role in terminator salvation and lang and ribisi rather cardboard villains the female cast actually make it better saldana highly emotive as the navi warrior and weaver impassioned as the scientist with a heartyes if you look beneath the surface there are a lot of weaknesses in the fundamentals of the film but as a breath taking special effects spectacle cameron has gone and done it again giving us a blast of million dollar magic that are part of making a film such a wonderous experience for this reason alone it really cannot be missed on the big screen in the best 3d screen you can find,positive
43,doc_44,i must admit the film had me at the very beginning when a paraplegic says that he loves to dream because dreams make running and walking possible my head keeps nodding as if it was mounted on springs and the emotional outcome of that moment occurs when the marine jake sully sam worthington wakes up in his avatars new skin and doesnt feel any weirdness hes just so happy he starts to run as if he was in a dream as if nothing mattered anymore not even the mission i loved that moment because it felt surreal yet so real sully wouldnt have cared about looking like jarjar binks if it made him feel his toes again youssa better believe itand this might be camerons way to tell us that even something as big as avatar started as a tiny dream and the first images with the hybrid navis might have inspired him the same eccstatic reaction than sully his babies were alive in synthetic images but alive nonetheless now maybe its because avatar involves a giant alien species but the film is so cinematically big that it doesnt just dwarf other movies it dwarfs any attempt to criticize it on the sole basis that the plot carries many déjà vu feelings you see me coming but come on who the hell am i to say this movie is a retread of pocahontas dances with wolves or princess mononoke james cameron himself admitted to have made the story out of several inspiration and that included his childhood books and his mothers dreams was titanic any more original yet it made cameron the king of the world avatar turned him into an undisputed emperor and the film was so unique inventive in the concept and innovative in the treatment that it flies over the criticthats not to say you cant criticize it but the amount of things worthy of praise is so overwhelming critics would be like complaining that the sphinx misses a nose so i guess id feel better if i gave avatar ten points already and then talk about the eventual little things thatcouldhavebeenbetter so lets go i still remember how big avatar was in the last film to be as big without belonging to the star wars franchise was titanic so since this was from the same director people knew they were going to be blown away before swallowing the first popcorn and they were yes the film is marvelously looking but its cgi i loved it as far as i can appreciate a good pixar movie but reading roger eberts reviews i felt like he loved the film on the sole basis that it created a whole new world and that it didnt matter that the film didnt break any narrative groundnow does it matter not really i also praised titanic while it wasnt the most original story ever but it had characters i cared for and worthy antagonists there was a moment in avatar where the scientist played by sigourney weaver was describing the power of trees the way they use their roots as a synapses and so on which can be a rationalization for the trees magical power in pocahontas this part had me intrigued and involved but then ribisis character had to ruin it by saying there are just goddamn trees i was baffled by his lack of empathy its just as if they wanted to supply his mouth with some villains dialogue and the same awkward attempts were made with the captain of the mission played by stephen langbasically you have the good natives who behave exactly like extraterrestrial natives and you have the good and the bad white and in the role of lieutenant john smith dunbar theres worthington the film recycled so many plots elements that its difficult to disconnect your clichéradar but if the radar doesnt work how about forgetting about the story and listening to the dialogue the new language cameron invented by pulling a tolkien watching the little details in the scenery yes yes cgi but what cgi were not talking about any computer imagery this is a vision that kept on camerons mind since before titanic and he waited for the technological advances to make them possible even the king of the world was disarmed but he wisely waited for the right time and it became the highestgrossing film of all time any good team of computer programmers could have done it the film is a feast to the eyes its a deep story but i was reminded that there were more than special effects to make a film avatar might not be a triumph of storytelling but it doesnt have a bad story to tell its environmentalist issues the way they foreshadow our future needs echo some masterpieces from miyazaki in fact i kept thinking of mononoke while watching the film now is the film less worthy of praise because one was drawn lets say i prefer the way theres no villains in mononoke but to camerons defense the film couldnt have had another third act and lets acknowledge the creative force behind the very concept of the avatar and the beauty of the navis cameron created a world a myth he stole george lucas thunder and proved that cinema wouldnt just rely on star wars and then on comicbook movies the man had guts vision and the guts to follow his vision and he also had the dough you refuse nothing to the king of the world but if all it took to make great movies was money blockbusters would never flop avatar was deemed to succeed because it was a game changer and as far as critics go the game is over,positive
44,doc_45,its worth noting at the start that for nearly ten years avatar was the highest grossing film of all time therefore you may think that it has to be worth watching because so many people obviously did yes its certainly a technical achievement writerdirector james cameron usesrefines every special effect trick in the book and even invents a few new ones to bring us a science fiction tale about humanity trying to make peace with an alien race on a far away world in order to get a rare mineral found only on this planetits a decent enough tale but i cant help think that its extraordinary performance at the box office was largely due to being the first film in the modern 3d age the film is definitely live action but so many computergenerated special effects were required to create the giant blue aliens and their planet that half of it could practically be described as a bigger budget pixar moviesam worthington is the star a disabled space marine who gets a second lease of life with legs by inhabiting an avatar which is basically a humanbuilt version of the giant blue aliens once in control of this avatar he can then mingle with the tribe and hopefully get them to trade their precious supply of unobtanium no seriously thats what they call this rare material sigourney weaver is about the biggest name on the cast list but she seems to be playing a character whos a long way from her most famous onscreen incarnation ie ripley from aliens here she wants to preserve the alien way of life rather than nuking the site from orbitalthough i never saw it in the cinema i heard it was definitely an impressive watch simply because of the outstanding 3d and various effects its still worth a watch on the small screen but in terms of story it really is nothing new you can pretty much tell whats going to happen right from the off and everyones character is quickly defined as either good or bad also theres also very heavy political messages not particularly skilfully woven into the story the piece does get kind of preachy and its strange that a writer as skilful as james cameron cant find way of putting his own politics a little more subtly than what we end up withif youre looking for a scifi action film that wont tax your brain that much you could certainly do much worse there are great effects action setpieces and a story thats believable if you dont think too hard about it i do always wonder why a film as successful as this never really seemed to linger much in popular culture no one really talks about it much any more leaving me to wonder whether it really was just the novelty of the 3d aspect that sold it to the masses i guess well see when the sequels start rolling out,positive
45,doc_46,my impressions after having seen avatar are mixedon one hand i am the kind of film viewer who does not run away from entering the film theater and expecting a greaterthanlife experience i also love computer effects and any special effects that extend the cinema experience from this point of view james camerons film is one of the best that i have seen maybe second only to peter jacksons last film in the lord of the rings series in creating a whole new world of fascinating beauty in imagining shapes colors and visual emotions that did not exist beforei also am a big science fiction fan i love third degree encounters and i let easily the small or tall green or blue aliens move and frighten me yet when judging a science fiction story or film i use the same criteria as when judging any other story or film the capacity of entertaining of creating emotion and of making me think here i think avatar is no more than an average movie considered beyond the visuals it is no more than a quite banal action film with stereotype characters human or alien with an anticolonial message that is routine having seen it in scores of films from the tarzan and john wayne movies to the latest iraq films and with new age incantations that never convinced me in any film everthe 3d genre is not so new i have actually seen a 3d film festival in a cinematheque a decade ago and it was made up mainly by action and science fiction films of the 50s the technology was amazingly similar based on the two colors plastic spectacles i find it remarkable that film makers took this technique out of the dusty drawers and made it enhance the other new film effects invented since films will however be judged by most people by the emotions they generate my feelings after seeing avatar are that i viewed a fine visual show but that it was deprived of originality and depth despite the 3d visuals a dimension was still missing,neutral
